City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Iqaluit,75,CA,1584051683,69,63.75,-68.51,-7.6,2.59
Kaabong,50,UG,1584051684,59,3.48,34.15,73.27,9.82
Codrington,100,AU,1584051685,54,-38.27,141.97,69.31,21.0
Zhoucheng,100,CN,1584051686,36,35.91,116.31,44.65,7.31
Sittwe,0,MM,1584051687,68,20.15,92.9,73.45,4.79
Verāval,0,IN,1584051688,73,20.9,70.37,62.47,8.9
Santa Barbara,75,US,1584051553,82,34.42,-119.7,64.0,9.17
Bambanglipuro,100,ID,1584051691,92,-7.95,110.28,75.97,2.93
Cheţani,5,RO,1584051692,62,46.47,24.03,52.0,4.7
Padang,16,ID,1584051693,96,-0.95,100.35,68.05,3.51
Cosalá,95,MX,1584051694,73,24.41,-106.69,81.0,5.99
Lakhtar,0,IN,1584051695,60,22.85,71.78,62.83,8.25
São Filipe,0,CV,1584051696,58,14.9,-24.5,76.33,7.34
Ordu,75,TR,1584051697,100,40.91,37.68,51.8,3.36
Kastamonu Province,0,TR,1584051698,88,41.5,33.67,41.41,2.71
Klyuchi,0,RU,1584051699,77,52.27,79.17,14.77,8.57
Esik,40,KZ,1584051700,64,43.36,77.45,35.6,6.71
Lompoc,90,US,1584051531,72,34.64,-120.46,70.0,10.29
Kochevo,100,RU,1584051663,93,59.6,54.31,36.01,9.06
Elizabeth City,40,US,1584051626,64,36.29,-76.25,73.99,4.7
Sola,75,VU,1584051704,88,-13.88,167.55,82.4,11.65
Port Hedland,31,AU,1584051705,83,-20.32,118.57,82.4,4.7
Cap-aux-Meules,75,CA,1584051707,67,47.38,-61.86,23.0,8.05
Comodoro Rivadavia,75,AR,1584051674,82,-45.87,-67.5,62.6,7.92
Half Moon Bay,40,US,1584051709,40,37.46,-122.43,77.0,13.87
Rio Negrinho,70,BR,1584051710,91,-26.25,-49.52,77.0,1.99
Portland,1,US,1584051186,50,45.52,-122.68,55.99,4.7
Santa Rosa,20,PH,1584051712,78,14.31,121.11,78.8,3.36
Dikson,100,RU,1584051714,73,73.51,80.55,-4.67,30.33
Alvorada,100,BR,1584051715,86,-12.48,-49.12,76.69,3.0
Huaihua,100,CN,1584051716,94,27.55,109.96,55.45,4.56
Talara,8,PE,1584051718,100,-4.58,-81.27,62.6,17.22
Anadyr,20,RU,1584051720,74,64.75,177.48,37.4,29.08
Geraldton,59,AU,1584051721,78,-28.77,114.6,71.6,8.05
Nieuw Nickerie,13,SR,1584051722,77,5.95,-56.98,79.03,15.77
Sinjai,100,ID,1584051723,73,-5.12,120.25,83.71,5.86
Opuwo,31,NA,1584051724,44,-18.06,13.84,70.21,2.24
Isparta Province,75,TR,1584051725,53,38.0,31.0,51.8,11.41
Puerto Escondido,20,MX,1584051663,84,15.85,-97.07,86.0,13.87
Klaksvík,97,FO,1584051727,65,62.23,-6.59,32.0,1.12
Saint-Pierre,100,RE,1584051688,94,-21.34,55.48,80.6,10.29
Mandiana,43,GN,1584051729,18,10.63,-8.68,82.27,2.19
Kamaishi,0,JP,1584051730,78,39.27,141.88,36.55,8.7
Ostrovnoy,100,RU,1584051664,96,68.05,39.51,23.59,2.77
Lata,90,PT,1584051732,82,40.16,-8.33,55.99,12.75
Kupang,40,ID,1584051474,100,-10.17,123.58,75.2,2.24
Pimentel,0,PE,1584051734,29,-6.84,-79.93,66.2,18.34
Vila Franca do Campo,75,PT,1584051735,87,37.72,-25.43,59.0,6.93
Sorong,64,ID,1584051736,97,-0.88,131.25,74.53,2.93
Lingyuan,0,CN,1584051738,29,41.24,119.4,20.89,3.47
Vao,96,NC,1584051740,77,-22.67,167.48,80.29,6.8
Bezdan,0,RS,1584051741,76,45.85,18.93,50.0,10.29
Compiègne,20,FR,1584051742,76,49.42,2.83,46.4,16.11
Victor Harbor,75,AU,1584051686,82,-35.57,138.62,68.0,18.34
Turaif,90,SA,1584051744,34,31.67,38.66,66.2,27.51
Auki,100,SB,1584051746,81,-8.77,160.7,80.47,17.96
Bulungu,100,CD,1584051747,98,-4.55,18.6,70.57,2.08
Usakos,0,NA,1584051748,40,-22.0,15.6,72.37,2.77
Lake Shasta,1,US,1584051749,12,40.68,-122.37,78.8,20.8
Kashira,20,RU,1584051750,70,54.84,38.17,42.8,17.9
Rodrigues Alves,84,BR,1584051751,74,-7.74,-72.65,85.87,2.13
Ponta Delgada,75,PT,1584051752,87,37.73,-25.67,59.0,6.93
Isla Vista,75,US,1584051753,82,34.41,-119.86,66.0,9.17
Nālūt,0,LY,1584051754,49,30.33,10.85,53.29,8.61
Port Hardy,90,CA,1584051624,69,50.7,-127.42,42.8,10.29
Ancud,20,CL,1584051664,82,-41.87,-73.82,64.4,11.41
Necochea,54,AR,1584051687,87,-38.55,-58.74,80.01,1.99
Wad Medani,0,SD,1584051758,13,14.4,33.52,80.83,19.55
Inírida,51,CO,1584051761,47,3.87,-67.92,93.79,1.92
Nœux-les-Mines,0,FR,1584051762,70,50.48,2.67,45.0,18.34
Beringovskiy,100,RU,1584051764,96,63.05,179.32,34.93,30.31
Walvis Bay,0,NA,1584051665,82,-22.96,14.51,64.4,3.36
Fukuechō,100,JP,1584051766,76,32.69,128.84,51.8,4.7
Zeya,0,RU,1584051768,81,53.75,127.27,-20.69,4.52
Xichang,27,CN,1584051769,93,27.9,102.26,36.01,5.39
Godda,0,IN,1584051770,41,24.83,87.22,75.07,3.69
Soyo,100,AO,1584051771,84,-6.13,12.37,80.65,1.92
Palmeira,31,BR,1584051772,62,-25.43,-50.01,74.17,3.8
Ponta do Sol,40,PT,1584051773,72,32.67,-17.1,62.6,13.87
Champerico,40,GT,1584051774,55,14.3,-91.92,89.6,9.17
Benemérito de las Américas,88,MX,1584051775,48,16.52,-90.64,86.59,3.76
Gbarnga,58,LR,1584051776,87,7.0,-9.47,77.05,3.51
Maumelle,90,US,1584051777,69,34.87,-92.4,75.2,14.99
Moose Factory,90,CA,1584051778,69,51.26,-80.61,35.6,16.11
Grants,90,US,1584051583,41,35.15,-107.85,59.0,5.64
Meulaboh,77,ID,1584051780,68,4.14,96.13,79.93,3.96
Van Wert,75,US,1584051643,62,40.87,-84.58,60.01,6.93
Araure,4,VE,1584051782,60,9.56,-69.21,71.6,6.93
Gemeente Druten,90,NL,1584051784,70,51.88,5.6,45.0,18.34
Torit,97,SS,1584051785,54,4.41,32.57,83.17,2.59
Pevek,100,RU,1584051786,95,69.7,170.31,12.25,3.42
Avera,40,US,1584051787,64,33.19,-82.53,80.6,6.93
Callaway,1,US,1584051788,78,30.15,-85.57,73.4,11.41
Taoudenni,43,ML,1584051789,9,22.68,-3.98,75.79,7.34
Portales,40,US,1584051564,30,34.19,-103.33,72.0,12.75
Thessalon,90,CA,1584051791,93,46.25,-83.57,37.4,12.75
Kruisfontein,76,ZA,1584051792,93,-34.0,24.73,68.59,8.37
Maumere,92,ID,1584051793,75,-8.62,122.21,77.77,3.4
Seoul,75,KR,1584051499,55,37.57,126.98,42.8,6.93
Arrondissement de Bernay,0,FR,1584051796,70,49.17,0.67,42.8,11.41
Buala,100,SB,1584051797,79,-8.14,159.59,78.67,7.29
Kholmy,61,UA,1584051798,77,51.87,32.6,50.95,20.67
Shepsi,0,RU,1584051799,78,44.04,39.15,51.67,6.69
Tessalit,5,ML,1584051800,14,20.2,1.01,70.93,13.2
Asău,43,RO,1584051648,76,46.43,26.4,50.0,11.41
Boguchany,100,RU,1584051802,96,58.38,97.45,23.77,7.2
Mayo,90,US,1584051803,62,38.89,-76.51,60.01,6.93
Romans-sur-Isère,100,FR,1584051805,87,45.05,5.06,55.99,3.36
Bend,1,US,1584051521,11,44.06,-121.32,54.0,4.7
Dabat,14,ET,1584051807,26,12.98,37.77,63.91,7.2
Bilibino,100,RU,1584051710,94,68.05,166.44,1.63,6.42
Ahipara,0,NZ,1584051809,75,-35.17,173.17,65.53,16.15
Opelika,1,US,1584051810,53,32.65,-85.38,80.6,16.11
Keti Bandar,0,PK,1584051811,53,24.14,67.45,72.19,18.48
Rawson,0,AR,1584051812,65,-43.3,-65.1,66.25,19.42
Hirado,100,JP,1584051813,76,33.36,129.55,51.8,9.17
Mikkeli,90,FI,1584051814,94,61.69,27.27,32.0,2.24
Berdigestyakh,100,RU,1584051815,98,62.1,126.7,-6.29,6.53
Atbasar,0,KZ,1584051816,74,51.8,68.33,17.29,7.14
Bauchi,30,NG,1584051817,10,10.5,10.0,70.57,7.0
Salta,40,AR,1584051698,83,-24.79,-65.41,77.0,2.24
Marawi,100,PH,1584051821,88,8.0,124.29,71.01,5.99
Richards Bay,100,ZA,1584051822,77,-28.78,32.04,78.49,4.97
Hauterive,90,FR,1584051823,81,46.09,3.45,51.8,3.36
Chilia Veche,0,RO,1584051824,45,45.42,29.28,48.2,8.05
Taperoá,39,BR,1584051827,72,-7.21,-36.83,78.67,11.72
Fortuna,20,US,1584051828,62,40.6,-124.16,73.0,16.11
Prince Rupert,75,CA,1584051662,86,54.32,-130.32,37.4,6.93
Grindavik,20,IS,1584051830,85,63.84,-22.43,26.6,8.05
Cañon City,1,US,1584051831,29,38.44,-105.24,63.0,17.22
San Quintín,4,MX,1584051832,65,30.48,-115.95,63.37,10.18
Quatre Cocos,75,MU,1584051833,94,-20.21,57.76,79.0,11.81
Bubaque,0,GW,1584051834,73,11.28,-15.83,81.37,14.16
Ladushkin,40,RU,1584051835,75,54.57,20.17,41.0,29.08
Yura,75,PE,1584051836,93,-16.25,-71.68,57.2,3.36
Khani,75,GE,1584051837,93,41.96,42.96,44.6,5.82
St. Pete Beach,1,US,1584051838,34,27.73,-82.74,82.99,3.36
Tambura,19,SS,1584051839,69,5.6,27.47,74.71,5.88
Puerto del Rosario,40,ES,1584051840,88,28.5,-13.86,66.2,11.41
Zhaotong,45,CN,1584051841,86,27.32,103.72,39.97,5.08
Concepción,40,CL,1584051619,68,-36.83,-73.05,69.8,8.05
Jacobina,99,BR,1584051844,72,-11.18,-40.52,75.97,6.11
Barra Patuca,0,HN,1584051845,66,15.8,-84.28,78.67,10.65
Mahuva,0,IN,1584051847,61,21.09,71.76,70.39,15.82
Maceió,40,BR,1584051848,88,-9.67,-35.74,77.0,6.93
Kismayo,100,SO,1584051849,81,-0.36,42.55,82.45,17.31
Sunyani,63,GH,1584051850,65,7.34,-2.33,82.99,7.18
Takaka,2,NZ,1584051851,78,-40.85,172.8,57.07,2.37
Pingdu,100,CN,1584051852,56,36.78,119.95,44.01,8.95
Payao,59,PH,1584051853,95,10.18,122.95,69.49,6.35
Minsk,40,BY,1584051792,75,53.9,27.57,41.0,22.37
Tigil',100,RU,1584051855,86,57.8,158.67,18.73,31.03
Lucea,20,JM,1584051856,74,18.45,-78.17,82.99,14.99
Kuchera,0,IN,1584051857,14,26.98,73.97,60.67,8.52
Novy Urengoy,100,RU,1584051845,95,66.08,76.63,33.13,16.8
Aliwal North,100,ZA,1584051860,81,-30.69,26.71,61.03,16.4
Angoche,27,MZ,1584051572,96,-16.23,39.91,76.87,4.59
Shache,89,CN,1584051862,31,38.42,77.24,42.31,1.41
Nevinnomyssk,8,RU,1584051863,93,44.63,41.95,39.2,6.71
Nioro,0,GM,1584051864,10,13.35,-15.75,87.31,5.73
Shingū,83,JP,1584051865,72,33.73,135.98,51.67,4.92
Port Antonio,40,JM,1584051868,66,18.18,-76.46,84.2,5.82
Kuril'sk,100,RU,1584051870,94,45.23,147.88,31.33,16.22
Ariquemes,100,BR,1584051871,88,-9.91,-63.04,83.17,1.07
Kushima,75,JP,1584051872,76,31.46,131.23,50.0,3.36
Otane,0,NZ,1584051873,67,-39.88,176.63,59.95,2.84
Verkhnyaya Toyma,100,RU,1584051874,95,62.23,45.0,34.21,12.24
Vestmanna,96,FO,1584051875,73,62.16,-7.17,32.0,1.12
Pisco,75,PE,1584051878,30,-13.7,-76.22,75.99,20.8
Agirish,100,RU,1584051879,90,61.92,63.02,39.07,14.97
Shudayag,100,RU,1584051880,98,63.53,53.61,34.21,11.77
Gweta,0,BW,1584051881,54,-20.18,25.23,76.69,7.29
Semnan,91,IR,1584051882,30,35.57,53.4,55.09,3.51
Okhotsk,84,RU,1584051705,76,59.38,143.3,-4.31,10.13
Labuhan,39,ID,1584051885,90,-6.88,112.21,75.07,2.01
Balkhash,100,KZ,1584051886,75,46.84,74.98,20.53,10.4
Aksay,40,RU,1584051887,87,47.26,39.87,43.0,13.42
Baykit,100,RU,1584051888,95,61.67,96.37,11.71,0.78
Tornio,90,FI,1584051890,100,65.85,24.15,30.2,2.24
Puri,20,IN,1584051891,94,19.8,85.85,77.0,5.23
Juan de Ayolas,25,PY,1584051892,21,-27.4,-56.9,100.63,6.71
Yingchuan,84,CN,1584051893,34,34.16,113.46,48.2,13.42
Boyolangu,13,ID,1584051848,93,-8.12,111.89,73.27,3.89
Worland,90,US,1584051750,34,44.02,-107.96,37.99,5.82
Lufilufi,100,WS,1584051896,94,-13.87,-171.6,80.01,16.44
Kitui,100,KE,1584051897,80,-1.37,38.01,70.39,3.53
Gijang,100,KR,1584051898,65,35.24,129.21,42.8,1.12
Clyde River,75,CA,1584051899,74,70.47,-68.59,-22.0,5.82
Pacific Grove,1,US,1584051900,82,36.62,-121.92,75.99,5.82
Eirunepé,99,BR,1584051901,73,-6.66,-69.87,87.49,2.04
Bereda,20,ES,1584051903,76,43.27,-7.54,52.0,8.05
Stolin,58,BY,1584051904,71,51.89,26.85,48.97,19.24
Diré,28,ML,1584051905,10,12.28,-10.97,86.23,5.37
Karlshamn,11,SE,1584051906,80,56.17,14.86,39.2,13.87
Morón,0,AR,1584051907,69,-34.65,-58.62,80.6,8.05
Antofagasta,40,CL,1584051908,68,-23.65,-70.4,71.6,14.99
Sungai Raya,100,ID,1584051909,94,0.7,108.9,74.71,2.75
Kokopo,50,PG,1584051910,77,-4.35,152.26,82.99,17.63
Fredericksburg,90,US,1584051913,82,38.3,-77.46,64.4,5.82
Bolgatanga,0,GH,1584051914,7,10.79,-0.85,83.71,4.54
Galveston,75,US,1584051915,88,29.37,-94.97,82.99,11.41
Kagal'nitskaya,12,RU,1584051916,87,46.88,40.15,43.0,13.0
Nyurba,100,RU,1584051917,95,63.28,118.33,13.15,6.17
Broome,90,US,1584051918,61,42.25,-75.83,54.0,10.29
Macapá,75,BR,1584051919,83,0.04,-51.07,82.4,9.17
Zabaykal'sk,100,RU,1584051922,87,49.63,117.32,13.69,14.94
Forrest City,75,US,1584051796,83,35.01,-90.79,73.0,14.99
Conceição do Castelo,77,BR,1584051924,99,-20.37,-41.24,64.99,3.06
Zapadnaya Dvina,100,RU,1584051926,70,56.26,32.07,39.79,18.52
Englewood,90,US,1584051927,52,39.65,-104.99,51.01,12.75
Bugama,40,NG,1584051918,74,4.73,6.86,84.2,4.7
Alice Springs,0,AU,1584051929,64,-23.7,133.88,69.8,6.93
Karratha,11,AU,1584051930,78,-20.74,116.85,82.81,10.98
Leiyang,100,CN,1584051932,96,26.4,112.86,55.63,5.06
Olafsvik,100,IS,1584051933,76,64.89,-23.71,26.47,17.67
Luba,20,GQ,1584051934,94,3.46,8.55,80.6,2.24
Soe,4,ID,1584051936,90,-9.86,124.28,74.17,3.96
Abilene,90,US,1584051856,36,32.45,-99.73,80.6,8.05
Yaan,90,NG,1584051938,11,7.38,8.57,86.59,2.55
Alofi,75,NU,1584051939,76,-19.06,-169.92,80.6,6.93
Nelson Bay,51,AU,1584051940,88,-32.72,152.15,72.0,6.93
Grimstad,49,NO,1584051941,93,58.34,8.59,39.99,4.7
Nishihara,90,JP,1584051942,93,26.18,127.76,62.6,13.87
Abéché,100,TD,1584051943,16,13.83,20.83,67.51,14.94
Regina,20,CA,1584051722,54,50.45,-104.62,32.0,23.04
Masterton,0,NZ,1584051945,69,-40.96,175.66,64.0,2.68
Shakawe,0,BW,1584051946,74,-18.37,21.85,70.93,4.03
Plettenberg Bay,99,ZA,1584051947,89,-34.05,23.37,67.51,10.11
Ankang,100,CN,1584051948,85,32.68,109.02,52.0,1.01
Dudinka,80,RU,1584051949,69,69.41,86.18,-7.6,15.66
Socorro,90,US,1584051907,55,31.65,-106.3,66.99,3.36
Grand-Lahou,60,CI,1584051952,81,5.14,-5.02,83.89,11.14
Guangzhou,90,CN,1584051858,88,23.12,113.25,73.0,6.71
Zyryanka,100,RU,1584051954,92,65.75,150.85,-18.35,18.48
Pinawa,100,CA,1584051955,88,50.15,-95.88,27.37,13.98
Uíge,1,AO,1584051956,97,-7.61,15.06,68.59,1.57
Camabatela,46,AO,1584051957,96,-8.19,15.38,65.17,4.32
Bobo-Dioulasso,2,BF,1584051958,38,11.18,-4.3,89.6,4.7
Coquimbo,20,CL,1584051959,72,-29.95,-71.34,66.2,12.75
Córdoba,67,AR,1584051953,83,-31.41,-64.18,77.0,6.93
Taywarah,0,AF,1584051908,73,33.35,64.42,23.95,4.18
Hambantota,0,LK,1584051962,100,6.12,81.12,73.4,1.12
Tiksi,96,RU,1584051963,80,71.69,128.87,-20.33,3.06
Esim,100,GH,1584051964,90,4.87,-2.24,79.57,3.2
Ndélé,75,CF,1584051965,13,8.41,20.65,77.05,1.99
Brigantine,90,US,1584051966,79,39.41,-74.36,52.0,8.05
Tezu,0,IN,1584051967,63,27.92,96.17,61.75,2.68
Meridian,1,US,1584051968,25,43.61,-116.39,55.4,6.93
Mandalī,100,IQ,1584051969,30,33.75,45.55,71.29,3.56
Blind River,90,CA,1584051970,93,46.18,-82.96,35.6,12.75
Edson,75,CA,1584051972,57,53.58,-116.44,23.0,16.11
Semīrom,43,IR,1584051973,35,31.42,51.57,40.69,2.91
Port Lincoln,20,AU,1584051751,87,-34.73,135.87,64.45,16.82
Santa Marta,20,CO,1584051975,52,11.24,-74.2,91.4,16.11
Sitka,20,US,1584051976,50,57.05,-135.33,33.8,13.87
Palmerston,20,AU,1584051977,88,-12.49,130.98,82.0,3.36
Ambulu,44,ID,1584051978,80,-8.35,113.61,80.11,6.33
Savelugu,0,GH,1584051981,18,9.62,-0.83,96.85,2.42
Phang Nga,20,TH,1584051982,83,8.45,98.53,78.8,2.24
Nemuro,100,JP,1584051983,74,43.32,145.57,37.63,30.0
Lagoa,0,PT,1584051984,71,39.05,-27.98,59.41,10.04
Cascais,20,PT,1584051985,82,38.7,-9.42,57.2,28.86
St. George's,40,GD,1584051935,69,12.06,-61.75,82.4,18.34
Kandrian,37,PG,1584051987,85,-6.22,149.55,77.77,12.59
Gravdal,90,NO,1584051988,85,68.12,13.5,24.8,5.82
Bagn,100,NO,1584051989,86,60.82,9.55,16.93,4.52
Gorontalo,58,ID,1584051990,95,0.54,123.06,73.99,4.12
Dulce Nombre de Culmí,85,HN,1584051992,80,15.1,-85.53,75.25,3.6
Xinzhi,100,CN,1584051993,44,36.5,111.7,39.43,8.41
Vidim,100,RU,1584051994,93,56.41,103.11,20.53,9.19
Poyarkovo,0,RU,1584051995,82,49.6,128.68,-5.21,9.48
Mindelo,40,CV,1584051996,73,16.89,-24.98,73.4,21.92
Knysna,100,ZA,1584051997,93,-34.04,23.05,64.4,5.82
Anito,1,PH,1584051998,73,12.45,125.29,81.01,13.09
Palmerston North,0,NZ,1584051999,60,-40.35,175.62,64.0,5.99
Cayenne,22,GF,1584052000,65,4.93,-52.33,82.4,9.17
Östersund,20,SE,1584052001,74,63.18,14.64,28.4,19.46
La Libertad,5,EC,1584052002,74,-2.23,-80.9,84.2,6.93
Forsytheganj,87,BY,1584052003,83,52.63,29.73,50.05,22.88
Ayagoz,0,KZ,1584052004,79,47.97,80.44,5.05,1.99
Nara,50,JP,1584052005,86,34.69,135.8,44.6,2.24
Zafra,100,ES,1584052006,67,38.42,-6.42,62.01,3.0
Weyburn,0,CA,1584051918,54,49.67,-103.85,32.0,25.99
Hays,75,US,1584052009,48,30.05,-98.03,86.0,14.99
Qui Nhon,2,VN,1584051893,93,13.77,109.23,68.41,2.39
Labuan,75,MY,1584052012,94,5.28,115.24,78.8,10.16
Adré,53,TD,1584052013,10,13.47,22.2,68.05,10.76
Monze,7,ZM,1584052014,95,-16.28,27.48,65.71,2.77
Katsuura,75,JP,1584052015,76,35.13,140.3,50.0,2.24
Sibut,99,CF,1584052016,90,5.72,19.07,73.09,3.44
Gornopravdinsk,100,RU,1584052018,90,60.05,69.9,34.03,14.16
Inhambane,1,MZ,1584052019,81,-23.86,35.38,77.95,8.97
Örnsköldsvik,100,SE,1584052020,94,63.29,18.72,32.0,12.75
Vimperk,67,CZ,1584052021,80,49.06,13.78,50.0,4.18
